2019-11-16T21:32:11 1
2019-11-16T21:35:21 1
2019-11-16T21:55:45 1
2019-11-16T22:00:01 1
2019-11-16T22:19:07 1
2019-11-16T22:27:02 1
2019-11-16T22:27:23 2
2019-11-16T22:28:05 2
2019-11-16T22:28:21 2
2019-11-16T22:33:40 1
2019-11-16T22:37:34 1
2019-11-16T22:47:01 1
2019-11-16T22:47:30 1
2019-11-16T22:50:05 1
2019-11-16T22:50:21 2
2019-11-16T22:50:41 2
2019-11-16T22:51:01 2
2019-11-16T22:51:21 2
2019-11-16T22:51:41 2
2019-11-16T22:52:01 2
2019-11-16T23:08:45 1
2019-11-16T23:08:48 2
2019-11-16T23:17:55 1
2019-11-16T23:21:21 1
2019-11-16T23:21:36 2
2019-11-16T23:21:56 2
2019-11-16T23:22:17 2
2019-11-16T23:31:32 1
2019-11-16T23:55:15 1
2019-11-16T23:55:21 2
2019-11-16T23:55:30 3
2019-11-16T23:55:50 3
2019-11-16T23:56:10 3
2019-11-17T00:14:06 1
2019-11-17T00:19:45 1
2019-11-17T00:34:11 1
2019-11-17T00:34:27 2
2019-11-17T01:05:36 1
2019-11-17T01:05:51 2
2019-11-17T01:09:13 1
2019-11-17T01:09:25 2
2019-11-17T01:12:05 1
2019-11-17T01:12:31 1
2019-11-17T01:14:09 2
2019-11-17T01:37:10 1
2019-11-17T02:08:04 1
2019-11-17T02:17:57 1
2019-11-17T02:18:16 2
2019-11-17T02:18:33 2
2019-11-17T02:19:24 1
2019-11-17T02:19:47 2
2019-11-17T02:29:50 1
2019-11-17T03:05:42 1
2019-11-17T03:05:45 2
2019-11-17T03:11:01 1
2019-11-17T03:38:38 1
2019-11-17T03:56:41 1
2019-11-17T04:02:51 1
2019-11-17T04:03:10 2
2019-11-17T04:03:34 2
2019-11-17T04:03:52 2
2019-11-17T04:04:09 2
2019-11-17T04:04:36 2
2019-11-17T04:04:52 2
2019-11-17T04:05:27 2
2019-11-17T04:05:45 2
2019-11-17T04:21:50 1
2019-11-17T04:41:57 1
2019-11-17T04:42:13 2
2019-11-17T04:42:33 2
2019-11-17T04:42:53 2
2019-11-17T04:43:13 2
2019-11-17T04:43:33 2
2019-11-17T04:43:53 2
2019-11-17T04:44:13 2
2019-11-17T04:53:47 1
2019-11-17T04:59:52 1
2019-11-17T05:09:09 1
2019-11-17T05:09:25 2
2019-11-17T05:09:45 2
2019-11-17T05:10:05 2
2019-11-17T05:10:25 2
2019-11-17T05:10:45 2
2019-11-17T05:11:05 2
2019-11-17T05:11:25 2
2019-11-17T05:11:32 3
2019-11-17T05:29:08 1
2019-11-17T05:41:58 1
2019-11-17T05:48:56 1
2019-11-17T05:49:12 2
2019-11-17T05:49:32 2
2019-11-17T05:49:52 2
2019-11-17T06:04:59 1
2019-11-17T06:05:24 2
2019-11-17T06:05:44 2
2019-11-17T06:06:04 2
2019-11-17T06:06:24 2
2019-11-17T06:06:44 2
2019-11-17T06:17:58 1
